Start/Stop,Q'ty Actual,Pause/Continue,Time,Machine,Material,Quality,Other,Date,Department,Line,Model,Version,Q'ty Plan,% Plan,ST Plan,ST Actual
0,0,0,14:33:11,1,1,1,1,05-01-21,ARM,A,C100 LHD,1,100,0,35.79,0
